# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-60052
# Timestamp: Thu, 28-Mar-2019 18:45:39
Gene ID	Gene Name	'small cell lung carcinoma' vs 'normal' .foldChange	'small cell lung carcinoma' vs 'normal'.pValue
ENSG00000232360	AP000281.2	2.6	0.0740708864663084
ENSG00000232361	AC069304.1	0.1	0.982022710738992
ENSG00000232363	AL021391.1	2.7	0.0407717057493868
ENSG00000232373	MTCYBP3	-1.1	0.131910368717207
ENSG00000232374	GPR79	-0.2	0.929713153016175
ENSG00000232377	AC016910.1	-0.3	0.864837982728773
ENSG00000232379	RPL22P23	0.9	0.490302400621639
ENSG00000232381	OR52U1P	-0.1	0.946588612679775
ENSG00000232386	AC015712.1	1.3	0.0891991354022496
ENSG00000232388	SMIM26	-0.2	0.885406389530424
ENSG00000232389	AL583856.1	0.8	0.641882275241928
ENSG00000232392	AC002366.1	-1.5	0.271551229874519
ENSG00000232393	RPL5P6	2.0	0.216611194923886
ENSG00000232396	AC004882.1	3.6	0.00165968695711667
ENSG00000232398	TMPRSS11CP	0.4	0.782788278915433
ENSG00000232400	RAD17P1	-1.5	0.297720997103403
ENSG00000232403	AC009501.1	-1.7	0.304303582583089
ENSG00000232406	AL121895.1	-0.1	0.90376182026384
ENSG00000232411	AC009495.2	-2.0	0.0822593495137698
ENSG00000232412	AL121601.1	0.8	0.561283690726673
ENSG00000232415	ELN-AS1	-1.5	0.279301305675475
ENSG00000232416	BPESC1	2.3	0.0979431812226908
ENSG00000232422	KNOP1P4	1.5	0.306780946209103
ENSG00000232423	PRAMEF6	-0.6	0.795367628695668
ENSG00000232434	AJM1	1.0	0.220319859476558
ENSG00000232436	AL360013.2	1.0	0.586557867983018
ENSG00000232437	RPS26P42	-0.9	0.54404243093463
ENSG00000232439	RPL18AP7	0.7	0.596346722463958
ENSG00000232442	MHENCR	0.7	0.404432583343721
ENSG00000232445	AC006329.1	2.3	0.14168812346198
ENSG00000232447	MTND5P3	0.2	0.928126235554446
ENSG00000232448	AL354824.2	0.5	0.804359583264219
ENSG00000232450	AL133517.1	-0.5	0.571623823200983
ENSG00000232451	AC018467.1	0.4	0.83562789717553
ENSG00000232453	AC105277.1	0.6	0.743471979446755
ENSG00000232454	AL138752.1	-0.2	0.927330492987121
ENSG00000232455	LARS2-AS1	-0.6	0.662298906395186
ENSG00000232457	SLC16A6P1	-1.9	0.0927204023488849
ENSG00000232458	LINC01450	2.8	0.0443056624909198
ENSG00000232459	OR4F14P	0.8	0.675676890951002
ENSG00000232461	AC092920.1	1.8	0.164900703006604
ENSG00000232462	ENSG00000232462	1.8	0.19475103012626
ENSG00000232464	Z98949.3	0.5	0.832830223564343
ENSG00000232466	AL356133.1	-0.3	0.821686074869682
ENSG00000232467	TMA16P2	0.7	0.504195084810508
ENSG00000232470	AL136368.1	0.7	0.707019774073468
ENSG00000232471	AC119751.1	-0.9	0.606383770814558
ENSG00000232472	EEF1B2P3	1.1	0.177599970538993
ENSG00000232479	AC010900.1	1.9	0.121194018714759
ENSG00000232480	TGFB2-AS1	-0.2	0.908053117110457
ENSG00000232482	AL357134.1	3.7	0.00251164801350346
ENSG00000232485	AC098820.1	0.6	0.638036393847808
ENSG00000232486	AL592437.2	5.6	9.69238647279461E-9
ENSG00000232489	MFAP1P1	2.5	0.0196724165260694
ENSG00000232490	OSBPL10-AS1	0.2	0.877792810549453
ENSG00000232492	NPM1P13	-0.2	0.929248415989149
ENSG00000232493	RPL12P11	1.1	0.179675616104965
ENSG00000232496	RPL3P12	0.1	0.966478508279192
ENSG00000232497	ADIPOR1P1	1.6	0.361721145077178
ENSG00000232498	ENSG00000232498	-0.9	0.625588403249237
ENSG00000232499	AL391058.1	-0.1	0.904156788006794
ENSG00000232504	ST3GAL5-AS1	0.3	0.847434797191968
ENSG00000232505	ENSG00000232505	-0.2	0.950940722713453
ENSG00000232511	OR2AH1P	0.3	0.912845388827829
ENSG00000232514	AL356968.1	1.2	0.497682038844072
ENSG00000232517	AC112198.2	0.1	0.965544816805995
ENSG00000232518	AC074366.1	-0.4	0.796508273138577
ENSG00000232526	VDAC1P13	3.1	0.00248707996356815
ENSG00000232527	LSP1P5	1.8	0.0572489364729864
ENSG00000232528	AL109809.1	0.2	0.918929882718005
ENSG00000232530	LIF-AS1	1.3	0.484223568609181
ENSG00000232533	AC093673.1	-1.8	0.130955200441925
ENSG00000232536	AL365436.2	1.8	0.0596992626923323
ENSG00000232539	LINC00945	0.6	0.76619135537428
ENSG00000232542	DPYD-IT1	-0.1	0.960786517034988
ENSG00000232545	AC253536.3	0.2	0.855988604612546
ENSG00000232546	AC027644.1	0.9	0.427666090392776
ENSG00000232551	MTCO1P14	-1.6	0.316316699436606
ENSG00000232554	RSU1P2	0.1	0.972758997723172
ENSG00000232555	AC104088.1	2.3	0.119388170816772
ENSG00000232556	AC092570.2	1.0	0.582858324658559
ENSG00000232558	KCND3-IT1	2.2	0.0678778394510272
ENSG00000232559	ENSG00000232559	0.1	0.908391652119419
ENSG00000232560	LINC01549	1.2	0.508550500231713
ENSG00000232564	MRTFA-AS1	-0.4	0.316337019606956
ENSG00000232578	AC093311.1	-0.4	0.75737269613026
ENSG00000232579	MTCO1P27	0.6	0.721337722725765
ENSG00000232586	KIAA1614-AS1	0.7	0.556037271756286
ENSG00000232587	EEF1A1P3	0.6	0.573358053537821
ENSG00000232593	KANTR	0.2	0.732776594602692
ENSG00000232596	LINC01646	-0.7	0.713513340442452
ENSG00000232597	AC013727.1	2.0	0.176265470736426
ENSG00000232599	AL008707.1	1.4	0.412197377124987
ENSG00000232600	TONSL-AS1	1.7	0.108105593931014
ENSG00000232601	AC069218.2	1.9	0.245496775276795
ENSG00000232608	TIMM9P2	-0.3	0.807305896238006
ENSG00000232610	CCT6P4	0.2	0.925732336592991
ENSG00000232611	AL683813.1	1.0	0.0313251717973502
ENSG00000232613	LINC02576	2.7	8.5831787181586E-4
ENSG00000232615	AC026412.2	1.8	0.051340565087015
ENSG00000232618	AL355304.1	-1.3	0.443399850096735
ENSG00000232623	AP000266.1	0.5	0.633801218724581
ENSG00000232624	LINC01517	3.1	0.0248840150330192
ENSG00000232626	AC099336.1	0.6	0.59341771607654
ENSG00000232627	AC021876.1	0.7	0.638851495166578
ENSG00000232628	AC092809.2	1.1	0.386430890365618
ENSG00000232629	HLA-DQB2	-0.9	0.536878739158306
ENSG00000232630	PRPS1P2	-0.5	0.535417969580246
ENSG00000232631	MTND2P23	0.4	0.795598616473358
ENSG00000232633	AC079465.1	1.2	0.394563872301586
ENSG00000232634	NEFLP1	1.1	0.563485056287308
ENSG00000232640	AL354892.2	0.5	0.680028799140806
ENSG00000232642	AC008073.2	0.5	0.786289178659408
ENSG00000232645	LINC01431	1.2	0.362668900031119
ENSG00000232646	AL731563.1	0.1	0.939898863825561
ENSG00000232648	AC107214.1	2.8	0.00281561431472171
ENSG00000232650	LINC01780	2.3	0.123744081014581
ENSG00000232653	GOLGA8N	-0.3	0.605070480323447
ENSG00000232655	LINC01656	0.2	0.944963943807269
ENSG00000232656	IDI2-AS1	1.2	0.422075244325979
ENSG00000232662	LDHBP1	0.9	0.171889572007801
ENSG00000232667	AC004862.1	-0.2	0.936966653328601
ENSG00000232668	AC010967.3	-0.2	0.931053836682312
ENSG00000232671	ZNF687-AS1	1.6	0.183439467298372
ENSG00000232675	AL121830.1	1.0	0.389268199730509
ENSG00000232677	LINC00665	1.6	3.09933817105754E-4
ENSG00000232680	AC002511.1	1.3	0.427163914910618
ENSG00000232682	AL592430.1	-1.7	0.10746424881917
ENSG00000232684	ATP11A-AS1	-1.4	0.0371004082367414
ENSG00000232685	LINC00442	0.9	0.610425909519577
ENSG00000232690	HSPE1P9	1.8	0.250770924077684
ENSG00000232692	AP001596.1	0.7	0.569457892185596
ENSG00000232693	AC012370.1	-0.2	0.884313378103973
ENSG00000232696	AC017006.2	-1.6	0.0779804497676033
ENSG00000232706	NUTM2HP	0.5	0.809164780099925
ENSG00000232709	MARK2P9	0.3	0.877718094848106
ENSG00000232710	AC254562.2	0.5	0.682800203261946
ENSG00000232712	KIZ-AS1	2.2	1.19374040021311E-5
ENSG00000232713	AC010733.1	-0.9	0.418655686136409
ENSG00000232714	MTND3P8	2.0	0.147420800289046
ENSG00000232716	AC016831.3	-0.7	0.642334803347527
ENSG00000232717	TRIM51JP	2.1	0.180791233943468
ENSG00000232719	AC007272.1	-0.3	0.837388357811773
ENSG00000232724	TRIM80P	0.2	0.930224214152192
ENSG00000232725	U52111.1	2.4	0.0377652003868734
ENSG00000232727	YWHAEP1	2.1	0.172389062440169
ENSG00000232729	AC211433.1	1.0	0.0171268667831223
ENSG00000232732	AC097717.1	1.3	0.0674270791469257
ENSG00000232738	AL353612.1	-0.7	0.656819000652565
ENSG00000232739	AL607028.1	1.0	0.354504939234132
ENSG00000232740	LINC01826	-0.3	0.885022764962458
ENSG00000232746	LINC02022	0.4	0.868917605585466
ENSG00000232748	AC135050.1	1.2	0.162516957908133
ENSG00000232750	AL139132.1	3.4	0.0041391318652697
ENSG00000232751	AL645568.3	-0.2	0.921730823913798
ENSG00000232754	AL035658.1	-1.0	0.354225619324054
ENSG00000232756	AC004990.1	0.4	0.801810130290771
ENSG00000232757	ETF1P1	1.5	0.164567806872272
ENSG00000232759	AC002480.1	0.8	0.606058193359923
ENSG00000232762	AL355483.3	2.8	0.00311899595645871
ENSG00000232768	AL356320.1	0.2	0.906771666437115
ENSG00000232772	MTND4P22	-0.8	0.652277496946465
ENSG00000232774	FLJ22447	0.4	0.445367225343241
ENSG00000232775	BMS1P22	4.2	2.49044135830667E-4
ENSG00000232778	RPL23AP50	0.6	0.666639152108958
ENSG00000232783	FRG2FP	1.6	0.362497256565847
ENSG00000232784	ENSG00000232784	1.5	0.312480501325194
ENSG00000232788	ITGA6-AS1	0.1	0.936761027170033
ENSG00000232791	OR11I1P	1.5	0.368673120318334
ENSG00000232792	FTH1P25	0.2	0.871283808962147
ENSG00000232793	DNAJC19P8	3.7	0.00269200933421577
ENSG00000232795	SCAND3P1	0.8	0.458208475852214
ENSG00000232803	SLCO4A1-AS1	-2.6	0.00295006171408714
ENSG00000232807	AL137186.2	-0.7	0.367430591638296
ENSG00000232810	TNF	-0.3	0.877323437985688
ENSG00000232811	AL360270.1	0.9	0.372420620560573
ENSG00000232812	LINC01717	0.3	0.896209640890018
ENSG00000232814	COL4A2-AS1	-1.6	0.264887053160953
ENSG00000232815	DUX4L50	2.7	4.41617265824781E-4
ENSG00000232818	RPS2P32	2.1	0.0624172227670122
ENSG00000232821	AC003986.2	1.5	0.314224587919612
ENSG00000232824	PRR13P1	1.1	0.363664865100993
ENSG00000232825	AL445433.2	2.6	0.0587641265812201
ENSG00000232827	LINC01189	0.4	0.856388780959425
ENSG00000232828	AC231533.1	1.9	0.169723041505313
ENSG00000232829	GSTO3P	2.7	0.0619999184946612
ENSG00000232830	AC110994.1	1.0	0.370914967371823
ENSG00000232837	LINC01700	-0.3	0.895900171063749
ENSG00000232838	PET117	0.6	0.642948762048251
ENSG00000232843	SNX18P2	-0.5	0.790611133675991
ENSG00000232846	SLC25A6P3	-0.3	0.813264737232711
ENSG00000232848	AL034417.1	1.6	0.308167919495562
ENSG00000232850	PTGES2-AS1	1.1	0.0460623420776513
ENSG00000232852	CICP4	1.1	0.487530031959455
ENSG00000232855	AF165147.1	-0.9	0.298225871657626
ENSG00000232857	KATNBL1P2	0.1	0.970477255883972
ENSG00000232859	LYRM9	0.4	0.710847028803462
ENSG00000232860	SMG7-AS1	2.5	4.72865540496317E-4
ENSG00000232862	AL138787.1	-0.4	0.816956961770131
ENSG00000232864	NUCKS1P1	-1.0	0.56572855171173
ENSG00000232869	TRBV29-1	1.0	0.569239054508754
ENSG00000232871	SEC1P	1.3	0.282181501435496
ENSG00000232872	CTAGE3P	0.2	0.89995223254974
ENSG00000232874	AC080129.2	2.6	0.0788223033800941
ENSG00000232878	DPYD-AS1	-0.1	0.957624816049935
ENSG00000232879	AL591806.2	1.6	0.18631693055866
ENSG00000232880	NDUFB4P10	1.5	0.28826923047993
ENSG00000232882	PHKA1P1	0.2	0.927023101452329
ENSG00000232884	AF127936.2	-1.2	0.386850905310302
ENSG00000232886	AF212831.1	-0.8	0.682800203261946
ENSG00000232888	RPS11P5	0.1	0.911273827875898
ENSG00000232891	AL450344.3	-1.8	0.207971335736326
ENSG00000232892	AL499616.1	0.1	0.942053086772487
ENSG00000232893	IQCA1-AS1	0.3	0.902432010642904
ENSG00000232896	AL592463.1	2.2	0.081227999467299
ENSG00000232897	AL117329.2	0.1	0.973021739315783
ENSG00000232900	AL050403.1	2.9	0.0326433790241739
ENSG00000232901	CYCSP10	3.0	6.97726645267376E-4
ENSG00000232903	LINC01166	0.4	0.833048313412326
ENSG00000232905	AL162393.1	0.9	0.622976519266295
ENSG00000232906	AC092685.1	-1.4	0.232848754869246
ENSG00000232907	DLGAP4-AS1	0.1	0.921880205292857
ENSG00000232909	AL157823.2	0.7	0.714519930196764
ENSG00000232912	RERE-AS1	1.2	0.0228852633462195
ENSG00000232913	PLCE1-AS2	0.5	0.641862109521308
ENSG00000232915	AC097721.1	1.6	0.0911009211907551
ENSG00000232917	HSPE1P6	1.2	0.519892819361516
ENSG00000232920	LINC01400	2.1	0.164567806872272
ENSG00000232922	MTND6P24	-0.4	0.84935105162646
ENSG00000232926	AC000078.1	0.2	0.904660802806664
ENSG00000232928	DDX3P1	-0.2	0.856530338093804
ENSG00000232931	LINC00342	0.8	0.138692966935744
ENSG00000232934	AL157786.1	-0.9	0.372452217221342
ENSG00000232936	AL157400.2	2.9	0.0344373730312969
ENSG00000232938	RPL23AP87	2.2	0.115878326583737
ENSG00000232947	LINC02543	1.6	0.353602621070634
ENSG00000232949	AC002480.2	1.2	0.452170445353082
ENSG00000232950	ZNF519P1	1.5	0.364249709506249
ENSG00000232951	IPO7P1	-0.1	0.964514648877745
ENSG00000232953	HSPA8P18	1.7	0.279775628032045
ENSG00000232954	LINC00374	0.7	0.677974375621519
ENSG00000232956	SNHG15	0.5	0.500076450463529
ENSG00000232970	POLHP1	0.8	0.439183657546841
ENSG00000232973	CYP1B1-AS1	0.3	0.776458830283457
ENSG00000232977	LINC00327	0.5	0.736892134904173
ENSG00000232979	AC092580.3	-1.0	0.596651683435153
ENSG00000232981	MTCO1P51	-0.1	0.976213398275278
ENSG00000232983	AL160270.2	1.9	0.246949181253037
ENSG00000232986	AL139081.1	0.9	0.604418074142501
ENSG00000232987	LINC01219	-0.3	0.854690245374802
ENSG00000232990	MTATP6P7	-1.3	0.452079846658734
ENSG00000232991	GACAT1	0.7	0.706687354945888
ENSG00000232994	RPL7P14	0.1	0.922876237347009
ENSG00000232995	RGS5	0.7	0.27429165208045
ENSG00000233003	CICP26	2.1	0.155049701511632
ENSG00000233005	AC018742.1	-0.4	0.833533214315119
ENSG00000233006	MIR3936HG	-0.9	0.118422283455691
ENSG00000233008	LINC01725	0.2	0.850066666332754
ENSG00000233009	NALCN-AS1	-0.6	0.737609356553518
ENSG00000233010	RPEP4	-0.4	0.833227341441189
ENSG00000233012	HDAC1P2	1.5	0.0450598936673857
ENSG00000233013	FAM157B	-0.4	0.827567809508361
ENSG00000233020	AL354872.1	-0.1	0.978202147935247
ENSG00000233024	NPIPA9	0.1	0.887469344561559
ENSG00000233025	CRYZP1	0.3	0.764973686790815
ENSG00000233026	MTCO1P5	3.1	0.018563742827951
ENSG00000233029	AC244453.2	0.9	0.590176751744754
ENSG00000233030	AC243772.2	2.2	0.0636826200173907
ENSG00000233033	CASK-AS1	3.2	0.00934330611855375
ENSG00000233038	AC011899.2	1.4	0.0168489599031705
ENSG00000233039	MTND5P30	0.7	0.665851801947365
ENSG00000233041	PHGR1	1.3	0.426700306292825
ENSG00000233044	AL049820.1	0.2	0.893449859553924
ENSG00000233047	LINC01677	1.2	0.477528168252762
ENSG00000233048	LINC01722	1.3	0.377986937073657
ENSG00000233052	AL513304.1	2.0	0.0937642019868718
ENSG00000233056	ERVH48-1	1.3	0.0145678723979337
ENSG00000233057	EEF1A1P14	-0.4	0.856577469389165
ENSG00000233058	LINC00884	1.8	0.0118775154420396
ENSG00000233060	AC016700.3	2.8	0.0420938798146178
ENSG00000233061	TTLL7-IT1	1.0	0.0985671952458
ENSG00000233067	PTCHD1-AS	-1.0	0.58099515833078
ENSG00000233072	RPS15AP6	2.1	0.0445489089060133
ENSG00000233073	AC005009.2	0.5	0.777300814560406
ENSG00000233077	LINC01271	1.9	0.232086708462094
ENSG00000233079	LINC01755	0.1	0.974462898291202
ENSG00000233086	LNCARSR	0.2	0.871123259628141
ENSG00000233093	LINC00892	-0.6	0.756625966093178
ENSG00000233098	CCDC144NL-AS1	0.1	0.968548442217644
ENSG00000233101	HOXB-AS3	2.9	0.00327672285747793
ENSG00000233108	AC006042.2	0.3	0.851888133292866
ENSG00000233110	AC093797.1	-0.4	0.717067284863936
ENSG00000233114	AL358075.3	1.9	0.132828865313842
ENSG00000233115	FAM90A11P	1.3	0.236428684236686
ENSG00000233117	LINC00702	-0.3	0.814574796723699
ENSG00000233121	VN1R20P	1.1	0.536584577626779
ENSG00000233122	CTAGE7P	1.2	0.213110812028671
ENSG00000233123	LINC01007	0.2	0.94390947007499
ENSG00000233124	LINC00456	0.6	0.771905159730874
ENSG00000233125	ACTBP12	1.3	0.432828974490618
ENSG00000233129	AL117351.1	1.0	0.575693212872084
ENSG00000233133	AC104451.1	1.0	0.536539587095247
ENSG00000233134	MTND3P17	-0.7	0.664835309915627
ENSG00000233139	AC244636.2	0.1	0.951786916881963
ENSG00000233143	DIRC3-AS1	1.9	0.211593755057536
ENSG00000233144	AL512656.1	0.5	0.773980538581977
ENSG00000233147	ENSG00000233147	1.7	0.269053529436107
ENSG00000233148	SYF2P2	0.5	0.805229596329919
ENSG00000233154	LINC01762	2.0	0.096169737229449
ENSG00000233155	HMGA1P8	2.7	0.0166688101694755
ENSG00000233157	Z97055.1	-1.0	0.491761673583021
ENSG00000233158	RPS24P6	0.6	0.776971786715481
ENSG00000233159	AC007390.1	1.3	0.450255461623786
ENSG00000233163	RPS12P17	1.3	0.254320275277088
ENSG00000233167	EEF1A1P26	5.1	7.16401354109186E-7
ENSG00000233170	AC138356.2	1.3	0.236636808588588
ENSG00000233173	VN1R34P	0.7	0.729501843347235
ENSG00000233175	AC008105.1	0.6	0.439856356524772
ENSG00000233178	AL161457.2	-0.1	0.908998746895647
ENSG00000233183	AL138889.1	0.2	0.75040056943034
ENSG00000233184	AC093157.1	0.3	0.788366684411712
ENSG00000233186	KLF4P1	2.3	0.0743244868990935
ENSG00000233189	RPL12P29	-0.3	0.840290221878545
ENSG00000233190	RPS24P13	1.7	0.300717567562402
ENSG00000233198	RNF224	0.9	0.414059018538322
ENSG00000233204	MAPRE1P3	0.7	0.639967408417366
ENSG00000233208	LINC00642	0.3	0.881886506193692
ENSG00000233215	LINC01687	1.4	0.326463811915127
ENSG00000233216	AL357373.1	2.7	0.050295312328169
ENSG00000233217	MROH3P	2.5	0.0497986398014802
ENSG00000233220	LINC00167	-0.3	0.882576221187052
ENSG00000233221	AC133785.1	0.4	0.864430999934134
ENSG00000233223	AC016876.1	0.4	0.782928875744214
ENSG00000233228	LPCAT2BP	0.5	0.83735696322075
ENSG00000233230	AC079807.1	0.1	0.918542377017895
ENSG00000233231	HNRNPA1P49	0.4	0.567231681623121
ENSG00000233235	BX119321.1	0.9	0.629858616990747
ENSG00000233236	LINC02573	1.4	0.418773471255614
ENSG00000233237	LINC00472	-2.3	0.0018344192023485
ENSG00000233242	AL512604.2	3.8	0.00183783254292443
ENSG00000233246	AL513327.2	4.1	1.92853821716787E-4
ENSG00000233248	MTND6P9	0.5	0.799222675887026
ENSG00000233251	AC007743.1	0.8	0.134883075293939
ENSG00000233255	ENSG00000233255	1.1	0.469138078289693
ENSG00000233261	FAM238A	0.9	0.652242649798349
ENSG00000233263	AC009518.2	-0.8	0.709119104886413
ENSG00000233264	AC006042.3	0.4	0.574510470890955
ENSG00000233266	HMGB1P31	-0.5	0.740872264619022
ENSG00000233268	AL691449.1	0.5	0.824179800245794
ENSG00000233272	PNPT1P2	1.0	0.597770567345709
ENSG00000233273	AMMECR1LP1	1.8	0.266015754284385
ENSG00000233276	GPX1	-1.1	0.0966323234374834
ENSG00000233285	MTCYBP10	2.0	0.20267470198694
ENSG00000233286	MTND3P10	2.2	0.110834298737339
ENSG00000233288	AC092447.5	0.8	0.582432379805171
ENSG00000233290	AL157944.1	2.7	0.0566323526080691
ENSG00000233293	AL133343.2	0.4	0.748246364843791
ENSG00000233295	FAM90A20P	0.3	0.857441844407381
ENSG00000233296	AC092159.2	0.2	0.923637947711304
ENSG00000233303	XXYLT1-AS1	1.7	0.164641544823137
ENSG00000233304	LINC01346	2.7	0.0144716042307628
ENSG00000233306	TRGV2	0.2	0.923590936866646
ENSG00000233311	MTCO1P54	3.7	0.00208437670469672
ENSG00000233324	EEF1A1P34	1.0	0.602626602436676
ENSG00000233325	MIPEPP3	-0.3	0.807231791608162
ENSG00000233327	USP32P2	0.5	0.535775417865666
ENSG00000233330	AL078581.1	1.3	0.347531472804682
ENSG00000233332	AL122008.3	3.1	0.00700712241467138
ENSG00000233335	AC016696.1	1.8	0.264604302870459
ENSG00000233337	UBE2FP3	0.7	0.634897574332353
ENSG00000233338	TLR8-AS1	-0.7	0.71276325208708
ENSG00000233339	AC018878.1	0.1	0.95610167100328
ENSG00000233340	AL139120.1	-0.2	0.896517311789826
ENSG00000233343	ATP6V1G1P4	-0.7	0.59199423287109
ENSG00000233347	ERP29P1	0.6	0.782331134780508
ENSG00000233351	AL356124.2	-1.2	0.453087671467281
ENSG00000233354	LINC00028	-0.3	0.885858731032355
ENSG00000233355	CHRM3-AS2	-1.1	0.253426482369996
ENSG00000233358	AL035401.1	0.3	0.87845218375507
ENSG00000233359	AC114485.1	-0.3	0.91104500374093
ENSG00000233360	Z83844.2	-0.1	0.938229988576272
ENSG00000233363	AC006019.2	1.0	0.460792321414194
ENSG00000233367	AL133480.1	0.4	0.767854659531782
ENSG00000233369	GTF2IP4	0.4	0.59113728993541
ENSG00000233370	AC140479.3	2.3	0.0772582548940556
ENSG00000233372	AL137076.1	1.6	0.364827906929633
ENSG00000233376	AL117382.2	0.6	0.784064317924512
ENSG00000233377	MTND4P20	-0.8	0.668963134990165
ENSG00000233379	AL139002.1	1.1	0.167758700070706
ENSG00000233382	NKAPP1	0.6	0.335244476225389
ENSG00000233388	AL022334.1	0.3	0.850952194208233
ENSG00000233392	AC104809.2	-1.0	0.456381530590496
ENSG00000233393	AP000688.2	0.5	0.647685778223099
ENSG00000233395	LINC00841	0.5	0.815598062556271
ENSG00000233396	LINC01719	1.1	0.146392806948846
ENSG00000233399	LINC01648	0.6	0.759606230744552
ENSG00000233401	PRKAR1AP1	1.4	0.212137463568986
ENSG00000233402	TARDBPP1	-0.4	0.84513138269167
ENSG00000233403	AC121342.1	1.9	0.238678851324861
ENSG00000233406	AL162430.1	-0.3	0.813828190884842
ENSG00000233409	FANK1-AS1	-0.4	0.855603559105811
ENSG00000233410	LINC01222	0.5	0.774636109764468
ENSG00000233411	AL359962.1	-0.9	0.57510190488244
ENSG00000233416	AC012065.2	1.2	0.432374045881682
ENSG00000233417	AC004872.1	0.3	0.882032834297758
ENSG00000233420	AC002127.2	-0.2	0.940521384902718
ENSG00000233421	LINC01783	0.2	0.921403402631537
ENSG00000233423	AC005482.1	0.7	0.688094200636819
ENSG00000233424	BX664718.1	2.2	0.145271771168185
ENSG00000233425	KRT18P67	1.8	0.27770720405923
ENSG00000233426	EIF3FP3	-0.2	0.920478496022824
ENSG00000233427	AL009181.1	2.9	0.0337719645687821
ENSG00000233429	HOTAIRM1	-0.3	0.740103039418568
ENSG00000233431	LINC02596	-1.8	0.242699790833592
ENSG00000233432	AL592494.2	0.2	0.923590936866646
ENSG00000233433	AC006144.1	1.0	0.534990318460323
ENSG00000233435	AGGF1P2	1.4	0.319962923959632
ENSG00000233436	BTBD18	0.7	0.213196717689413
ENSG00000233438	ENSG00000233438	0.2	0.919302717720647
ENSG00000233441	CYP2AB1P	1.9	0.247710968706096
ENSG00000233449	MTATP6P14	1.2	0.457552592277606
ENSG00000233451	AL513128.1	1.7	0.221596885058116
ENSG00000233452	STXBP5-AS1	0.8	0.261710669576617
ENSG00000233455	AL035414.1	-0.4	0.872410700281898
ENSG00000233459	AC125238.2	2.2	0.156185201443211
ENSG00000233460	RPL35AP31	0.5	0.756442063533864
ENSG00000233461	AL445524.1	0.2	0.848100213766096
ENSG00000233464	NANOGP11	-1.8	0.248036588550149
ENSG00000233469	ST6GALNAC4P1	0.8	0.578770692825784
ENSG00000233471	KRT18P62	0.6	0.639972228140811
ENSG00000233472	AL390866.1	-0.2	0.923107256117446
ENSG00000233476	EEF1A1P6	0.2	0.917551304308391
ENSG00000233478	AL031280.1	0.5	0.54519147332434
ENSG00000233479	AC017074.2	1.1	0.530947047068563
ENSG00000233483	AC008105.2	3.8	8.34135580603665E-4
ENSG00000233485	AL031283.2	2.1	0.11258930685601
ENSG00000233487	RPSAP69	3.9	6.97024719709984E-5
ENSG00000233491	AC008163.1	0.9	0.584517084742168
ENSG00000233492	AL133325.2	0.7	0.721266562426137
ENSG00000233493	TMEM238	1.1	0.3065305600262
ENSG00000233496	SYNJ2-IT1	1.0	0.428586230756526
ENSG00000233497	HNRNPA1P60	0.1	0.974148845909969
ENSG00000233501	ENSG00000233501	-0.1	0.946985566764391
ENSG00000233502	AC104794.1	-1.1	0.539410419106149
ENSG00000233503	HNRNPLP1	0.1	0.956450001199685
ENSG00000233508	AL021395.1	1.2	0.408852433238309
ENSG00000233509	ZNF197-AS1	0.3	0.880773471316502
ENSG00000233514	AL356653.1	2.2	0.159396775965046
ENSG00000233515	LINC01518	0.6	0.763683988950609
ENSG00000233516	AL445644.1	1.4	0.315074452716763
ENSG00000233517	AC005162.2	-1.3	0.302164391329612
ENSG00000233519	AL590490.1	1.8	0.10940619844486
ENSG00000233521	LINC01638	1.5	0.0919416413995298
ENSG00000233523	PHBP5	1.9	0.153241175980026
ENSG00000233524	RANP8	1.2	0.471106791569426
ENSG00000233527	ZNF529-AS1	1.1	0.0456999826229765
ENSG00000233528	LINC00430	2.0	0.214556601714151
ENSG00000233532	LINC00460	-0.2	0.919970127361503
ENSG00000233535	AC003035.2	2.9	0.0351090479616731
ENSG00000233536	AP000943.1	3.3	0.0134214547748502
ENSG00000233538	AC017104.3	1.5	0.165220713555635
ENSG00000233539	AC011294.1	1.2	0.456364393405659
ENSG00000233540	DNM3-IT1	2.6	0.050660664585341
ENSG00000233542	AL391845.2	2.1	0.170664826783682
ENSG00000233545	CYCSP33	-0.9	0.618320400754412
ENSG00000233551	LSM1P1	0.1	0.968721561328865
ENSG00000233553	AC108462.1	0.3	0.902266031621324
ENSG00000233559	LINC00513	-2.1	0.00183340804183672
ENSG00000233560	KRT8P39	2.7	0.0014542964989406
ENSG00000233562	AL356981.1	0.5	0.781669981242293
ENSG00000233563	OR52E7P	-0.3	0.900740905166487
ENSG00000233570	LINC00690	-0.2	0.926296875664648
ENSG00000233571	AL592043.1	2.3	0.12338515811332
ENSG00000233576	HTR3C2P	3.1	0.0174159673473987
ENSG00000233577	AL022332.1	-0.1	0.967804756437353
ENSG00000233578	EIF4EP1	0.3	0.813433694800742
ENSG00000233579	KRT8P15	2.1	0.0288198611836878
ENSG00000233581	AC069155.1	3.6	6.98322925953288E-4
ENSG00000233583	AL356273.1	0.2	0.908934934232725
ENSG00000233585	AC231533.2	1.3	0.446743915812793
